Name,Phone,Address,Website,HasWebsite,PitchNote,Rating,Reviews,City
"Dentists On Washington","(215) 389-9889","544 Washington Ave, Philadelphia, PA 19147","http://www.dentistsonwashington.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.8","123","Philadelphia"
"Downtown Dental Jax","(904) 734-6837","6 E Bay St #101, Jacksonville, FL 32202","http://downtowndentaljax.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing","Yes","Website exists but: no online booking, no SSL.","4.8","1552","Jacksonville"
"Dental Center of Jacksonville","(904) 262-9466","6144 S Gazebo Park Pl #210, Jacksonville, FL 32257","https://dentalcenterjacksonville.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing","Yes","Website exists but: no online booking.","4.9","2134","Jacksonville"
"North Jacksonville Complete Dentistry","(904) 751-4958","1566 Dunn Ave, Jacksonville, FL 32218","https://www.northjacksonvillecompletedentistry.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","1867","Jacksonville"
"Jacksonville Emergency and Family Dental Care - University","(904) 615-9939","1716 University Blvd S, Jacksonville, FL 32216","https://www.jaxemergencydental.com/?utm_campaign=gmb","Yes","Website exists but: no online booking.","4.9","1179","Jacksonville"
"Jacksonville Family Dentistry","(904) 641-2655","8101 Southside Blvd #8, Jacksonville, FL 32256","http://www.jaxfamilydentistry.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.9","337","Jacksonville"
"Riverside Dental","(904) 355-5531","1061 Riverside Ave, Jacksonville, FL 32204","https://www.riverside-dental.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","893","Jacksonville"
"Jacksonville Complete Dentistry","(904) 606-6735","7740 Point Meadows Dr #4, Jacksonville, FL 32256","https://jacksonvillecompletedentistry.com/?utm_campaign=gmb","Yes","Website exists but: no online booking.","4.9","1530","Jacksonville"
"Harbour Dental Care - University Blvd","(904) 733-3763","4124 University Blvd S, Jacksonville, FL 32216","https://harbourdental.care/university","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","543","Jacksonville"
"Edwards, Cavendish & Jones Jacksonville Dentistry","(904) 353-3303","137 W Adams St, Jacksonville, FL 32202","https://ecjdentistry.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","5","530","Jacksonville"
"Emergency Dental of Jacksonville","(904) 977-6411","9770 Baymeadows Rd, Jacksonville, FL 32256","https://emergencydentalofjacksonville.com/","Yes","Website exists but: no chat/AI assistant.","4.9","650","Jacksonville"
"Beaver Dental Care of Jacksonville","(904) 396-4746","1677 Art Museum Dr, Jacksonville, FL 32207","https://beaverdental.com/?utm_source=google&utm_medium=social&utm_campaign=Beaver+Dental+Care+of+Jacksonville&utm_term=Dentist+Jacksonville","Yes","Website exists but: no online booking.","4.9","466","Jacksonville"
"The Smile Mission - Jacksonville","(904) 594-7920","456 University Blvd N, Jacksonville, FL 32211","https://thesmilemission.com/jacksonville/","Yes","Website exists but: no online booking.","4.8","203","Jacksonville"
"Advanced Dental Care of Jacksonville.","(844) 643-1136","4540 Southside Blvd Ste 1001, Jacksonville, FL 32216","","No","No website found — strong opening: offer to build one.","4.7","172","Jacksonville"
"Today's Dentistry of Jacksonville","(904) 867-8161","1651 Southside Connector STE 3, Jacksonville, FL 32225","http://todaysdentistryjax.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing","Yes","Website exists but: no online booking, no SSL.","4.8","938","Jacksonville"
"Atlantic Dentistry - Atlantic Beach","(904) 647-1800","13474 Atlantic Blvd #109, Jacksonville, FL 32225","https://atlanticdentistryjax.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.7","1105","Jacksonville"
"Jax Smiles Dentistry","(904) 701-3883","6416 Arlington Rd, Jacksonville, FL 32211","http://www.jaxsmilesdentistry.com/","Yes","Website exists but: no SSL.","4.9","301","Jacksonville"
"All Smiles On Riverside","(904) 384-0383","1550 Riverside Ave Ste B, Jacksonville, FL 32204","https://allsmilesonriverside.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","333","Jacksonville"
"Jacksonville Emergency & Family Dental Care","(904) 395-2800","1840 Dunn Ave #3, Jacksonville, FL 32218","https://www.jaxemergencydental.com/?utm_campaign=gmb","Yes","Website exists but: no online booking.","4.9","1579","Jacksonville"
"Jacksonville Dental Specialists","(904) 683-4781","11512 Lake Mead Ave Bldg. 530 , Ste. 532, Jacksonville, FL 32256","https://www.jacksonvilledentalspecialists.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.6","123","Jacksonville"
"Shaeffer William DDS","(904) 223-0087","13535 Beach Blvd, Jacksonville, FL 32224","http://jaxfamilydentist.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.9","41","Jacksonville"
"Gentle Dental","(866) 227-5503","670 Colonial Rd Ste 6, Memphis, TN 38117","","No","No website found — strong opening: offer to build one.","5","10","Memphis"
"Dental Excellence of Memphis","(901) 316-7063","5180 Park Ave #310, Memphis, TN 38119","https://www.dentalexcellencememphis.com/","Yes","Website exists but: no chat/AI assistant.","4.9","819","Memphis"
"Memphis Family and Cosmetic Dentistry","(901) 323-8488","845 S Highland St, Memphis, TN 38111","http://fcdmemphis.com/","Yes","Website exists but: no SSL.","4.5","174","Memphis"
"Memphis Emergency Dental","(901) 435-3797","845 S Highland St, Memphis, TN 38111","https://memphisemergencydental.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","94","Memphis"
"The Dental Connection","(901) 722-8445","1195 Poplar Ave, Memphis, TN 38105","https://www.thedentalconnectionmemphis.com/?utm_source=gmb&utm_medium=organic","Yes","Website exists but: no online booking, no chat/AI assistant.","4.6","1209","Memphis"
"Higginbotham Family Dental","(901) 453-6081","113 Harbor Town Square Ste 203, Memphis, TN 38103","https://www.higginbothamfamilydental.com/dentist-in-memphis-tn/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","1117","Memphis"
"Main Street Dental","(901) 527-0716","99 S Main St, Memphis, TN 38103","https://msdmemphis.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","183","Memphis"
"Crosstown Dental Group","(901) 881-1234","1350 Concourse Ave #446, Memphis, TN 38104","http://www.crosstowndentist.com/","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.9","555","Memphis"
"Dr. Brandon Carter Dental Care – Memphis 24 Hours","(901) 437-5010","4744 Southern Ave, Memphis, TN 38117","https://www.emergencydentalservice.com/emergencydentist24-7/memphis-tn-38117","Yes","Website exists but: no online booking.","5","3","Memphis"
"DentalWorks Memphis - Park Avenue","(901) 805-5806","5180 Park Ave #210, Memphis, TN 38119","https://www.dentalworks.com/offices/tennessee/memphis-park-avenue/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","1189","Memphis"
"Bellano Dental Health - East Memphis","(901) 681-0408","5336 Estate Office Dr #1, Memphis, TN 38119","https://bellanodental.com/east-memphis","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.9","1354","Memphis"
"Kemp Greg DDS","(901) 725-1425","266 S Cleveland St, Memphis, TN 38104","http://www.gregkempdds.com/","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.9","792","Memphis"
"Walnut Grove Dental Group","(901) 452-0040","3491 Walnut Grove Rd, Memphis, TN 38111","https://walnutgrovedentalgroup.com/","Yes","Website exists but: no chat/AI assistant.","5","626","Memphis"
"Dr. Kastan Sims, DDS","(901) 725-1884","1279 Lamar Ave, Memphis, TN 38104","","No","No website found — strong opening: offer to build one.","5","14","Memphis"
"Higginbotham Family Dental","(901) 767-1610","5100 Wheelis Dr Ste. 214, Memphis, TN 38117","https://www.higginbothamfamilydental.com/dentist-in-memphis-tn/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","633","Memphis"
"Miles Moore, D.D.S. - Memphis Center For Family and Cosmetic Dentistry","(901) 761-2210","725 W Brookhaven Cir, Memphis, TN 38117","http://www.beautifulsmiles.org/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","216","Memphis"
"Audubon Dental Group","(901) 668-7128","670 Colonial Rd Ste 3, Memphis, TN 38117","http://audubondentalgroupmemphis.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing","Yes","Website exists but: no online booking, no SSL.","4.9","702","Memphis"
"Affordable Dentures & Implants","(901) 810-6455","3481 Poplar Ave, Memphis, TN 38111","https://www.affordabledentures.com/locations/tn/memphis?utm_source=GMB&utm_medium=Organic_Listing&utm_campaign=3074","Yes","Website exists but: no online booking, no chat/AI assistant.","4.5","646","Memphis"
"Plaza Dental Offices","(901) 452-1103","3468 Plaza Ave, Memphis, TN 38111","https://www.plazadentalmemphis.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.9","228","Memphis"
"Capitol Square Dental","(614) 461-4600","212 S High St, Columbus, OH 43215","http://toothfamilydental.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.4","199","Columbus"
"Capstone Dental Downtown","(614) 223-1000","41 S High St Ste 270, Columbus, OH 43215","https://www.mycapstonedental.com/locations/columbus","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","419","Columbus"
"Grandview Dental Care","(614) 486-7378","1220 Grandview Ave, Columbus, OH 43212","https://www.grandviewdentalcare.com/?utm_source=google&utm_medium=gbp&utm_campaign=google_business","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","1177","Columbus"
"Ohio Cosmetic Dentists","(614) 459-7300","1010 Bethel Rd, Columbus, OH 43214","https://www.ohiocosmeticdentists.com/?utm_source=google.com&utm_medium=business+profile","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","1013","Columbus"
"Capital City Dental","(614) 443-4625","79 Thurman Ave, Columbus, OH 43206","http://www.capitalcitydental.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.9","525","Columbus"
"Trillium Dental","(614) 343-0227","41 S High St #230, Columbus, OH 43215","http://www.trilliumdental.us/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","195","Columbus"
"Merion Village Dental","(614) 443-4400","1250 S High St, Columbus, OH 43206","https://www.merionvillagedental.com/","Yes","Website exists but: no online booking.","4.6","1079","Columbus"
"Southmoor Dental Group","(614) 444-9849","1685 Lockbourne Rd Suite A, Columbus, OH 43207","https://southmoordentalgroup.com/southmoor-dental-group?y_source=1_NTkxODkxNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Yes","Website exists but: no chat/AI assistant.","4.7","884","Columbus"
"Fulks Family Dental","(614) 237-3781","2607 E Main St, Columbus, OH 43209","https://fulksfamilydental.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","1811","Columbus"
"Columbus Family Dental Care","(614) 878-1397","1645 Holt Rd, Columbus, OH 43228","http://www.columbusfamilydentalcare.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.9","122","Columbus"
"German Village Dental Group","(614) 444-0417","1084 S High St, Columbus, OH 43206","http://germanvillagedentalgroup.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.5","26","Columbus"
"Emergency Dental of Columbus","(614) 665-0910","4034 Morse Rd, Columbus, OH 43219","https://emergencydentalofcolumbus.com/","Yes","Website exists but: no chat/AI assistant.","4.7","1045","Columbus"
"Advanced Dental Wellness","(614) 636-4089","4501 N High St, Columbus, OH 43214","https://www.advanceddentalwellness.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.9","401","Columbus"
"Carroll Family Dental","(614) 237-5000","2699 E Main St, Columbus, OH 43209","https://www.carrollfamilydental.net/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","1785","Columbus"
"James B Ford DDS","(614) 228-1113","118 N High St, Columbus, OH 43215","https://drjamesbford.com/","Yes","Website exists but: no chat/AI assistant.","4.8","116","Columbus"
"US Dental and Medical Care","(614) 252-3181","949 E Livingston Ave, Columbus, OH 43205","https://usdentalmedical.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.4","297","Columbus"
"Community Dental","(614) 272-0110","2150 Marble Cliff Office Park Ste C, Columbus, OH 43215","https://www.communitydentalsmiles.com/","Yes","Website exists but: no chat/AI assistant.","4.8","262","Columbus"
"Watermark Dental: Jason T. Culley, D.D.S.","(614) 488-9050","1225 Dublin Rd #040, Columbus, OH 43215","http://watermarkdental.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.8","102","Columbus"
"Emergency Dental Assistance","(614) 304-9877","1530 S High St, Columbus, OH 43207","","No","No website found — strong opening: offer to build one.","5","4","Columbus"
"Boston Dental","(617) 338-5000","36 Chauncy St, Boston, MA 02111","https://bostondental.com/boston-downtown-crossing/?utm_source=GoogleMyBusiness&utm_medium=DownTown","Yes","Website exists but: no chat/AI assistant.","4.9","446","Boston"
"Seaport Dental Associates Boston","(617) 737-6453","451 D St #200, Boston, MA 02210","http://www.seaportdental.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","532","Boston"
"Devonshire Dental of Boston","(617) 350-7474","185 Devonshire St Ste 410, Boston, MA 02110","https://www.devonshiredental.net/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","604","Boston"
"Integrity Dental Boston","(617) 655-8535","1 International Pl, Boston, MA 02110","https://integritydentalboston.com/?utm_source=google&utm_medium=map","Yes","Website exists but: no chat/AI assistant.","4.9","43","Boston"
"Boston Smiles","(617) 982-2233","151 Merrimac St #100, Boston, MA 02114","https://bostonsmilesdental.com/","Yes","Website exists but: no chat/AI assistant.","4.8","340","Boston"
"Dental Arts of Boston","(857) 376-6559","26 Marlborough St, Boston, MA 02116","http://www.bostoncosmeticdentistma.com/","Yes","Website exists but: no SSL.","4.9","229","Boston"
"Boston Dental","(617) 402-5000","35 Court St, Boston, MA 02108","https://bostondental.com/boston-government-center/?utm_source=GMB&utm_medium=GovernmentCenter","Yes","Website exists but: no chat/AI assistant.","4.9","203","Boston"
"AP Dental - East Boston","(617) 315-1515","231 Border St, Boston, MA 02128","https://ap.dental/pages/location-east-boston","Yes","Website exists but: no chat/AI assistant.","4.8","415","Boston"
"Prudential Dental Associates","(617) 267-3889","575 Boylston St 7th floor, Boston, MA 02116","https://www.prudential-dental.com/","Yes","Website exists but: no online booking.","4.9","875","Boston"
"Newbury Dental Associates","(617) 514-2895","274 Newbury St, Boston, MA 02116","https://www.gentledental.com/dental-offices/ma/boston/newbury-st?utm_source=google&utm_medium=organic&utm_campaign=gbp","Yes","Website exists but: no chat/AI assistant.","4.8","501","Boston"
"Commonwealth Dental Group","(617) 266-8770","400 Commonwealth Ave 3rd floor, Boston, MA 02215","http://www.cdgboston.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","149","Boston"
"Boston Dental - Seaport","(617) 706-5000","22 Boston Wharf Rd, Boston, MA 02210","https://www.bostondental.com/","Yes","Website exists but: no chat/AI assistant.","4.9","195","Boston"
"CITIDental","(617) 723-6300","63 Court St, Boston, MA 02108","https://www.citidentalboston.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","1171","Boston"
"South Boston Dental Group","(617) 268-1030","9 Channel Center St, Boston, MA 02210","https://www.southbostondental.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","1054","Boston"
"Dental Associates of New England","(857) 349-2131","585 Boylston St Ste 2, Boston, MA 02116","https://www.bostonsmile.com/locations/boston-office/","Yes","Website exists but: no online booking.","4.8","78","Boston"
"Dental Partners of Boston at Prudential Center","(617) 829-9744","800 Boylston St 2nd floor, Boston, MA 02199","http://www.dentalpartnersofboston.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.8","412","Boston"
"Faneuil Hall Dental Associates","(617) 523-4444","1 McKinley Square Lobby B, Boston, MA 02109","https://www.fhdental.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","225","Boston"
"The Dental Group at Post Office Square","(617) 426-6011","3 Post Office Square 9th Floor, Boston, MA 02109","https://www.godental365.com/location/dentist-downtown-boston","Yes","Website exists but: no chat/AI assistant.","4.9","866","Boston"
"Mass Dental Associates","(617) 859-3939","1313 Washington St, Boston, MA 02118","https://massdentalassociates.info/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.4","178","Boston"
"Smile Craft","(857) 317-3030","22 Traveler St, Boston, MA 02118","https://www.smilecraftsouthend.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","80","Boston"
"209 NYC Dental","(212) 355-2290","209 E 56th St 1st floor, New York, NY 10022","https://www.209nycdental.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant.","4.9","1894","New York"
"City Dental Group NYC","(212) 425-0505","11 Broadway Lobby 4, New York, NY 10004","https://citydentalnyc.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing","Yes","Website exists but: no chat/AI assistant.","4.7","320","New York"
"New York Dental Office","(212) 548-3261","245 E 63rd St #110, New York, NY 10065","https://www.newyorkdentaloffice.com/","Yes","Website exists but: no online booking.","4.9","475","New York"
"Village Dental NYC","(551) 203-9134","77 E 12th St, New York, NY 10003","https://villagedentalnyc.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.8","463","New York"
"Sky Dental","(212) 600-1996","111 Broadway Suite 1304, New York, NY 10006","https://skydentalnyc.com/?utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant.","4.9","2708","New York"
"Pearl Dental NYC","(212) 344-9317","233 Broadway Ste 1801, New York, NY 10279","https://www.pearldentalnyc.com/","Yes","Website exists but: no chat/AI assistant.","5","478","New York"
"My NYC Dentist - Hudson Street Dental","(212) 359-0064","90 Vandam St, New York, NY 10013","https://www.mynyc-dentist.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","295","New York"
"Making You Smile Cosmetic Dentist Studio NYC: Dr. Ziad Jalbout DDS","(646) 846-4645","36 E 36th St #1D, New York, NY 10016","https://makingyousmile.nyc/?utm_source=GMB&utm_medium=WebsiteURL","Yes","Website exists but: no chat/AI assistant.","4.9","485","New York"
"SoHo Dental Group NYC","(212) 878-7646","552 Broadway #505, New York, NY 10012","https://sohodentalgroup.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb","Yes","Website exists but: no chat/AI assistant.","4.8","538","New York"
"Modern Dental of Manhattan","(212) 758-1000","425 Madison Ave Rm 500, New York, NY 10017","https://www.manhattandentists.com/","Yes","Website exists but: no chat/AI assistant.","5","267","New York"
"Diamond District Dental NYC - Midtown Dentist","(212) 759-5595","10 W 46th St #1401, New York, NY 10036","https://www.dddentalnyc.com/?utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant.","4.9","607","New York"
"My NYC Dentist - 34th Street Dental","(212) 564-8164","225 W 35th St #2, New York, NY 10001","http://www.mynyc-dentist.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.7","499","New York"
"Advanced Dental Arts NYC","(212) 388-1170","55 E 9th St, New York, NY 10003","https://advanceddentalartsnyc.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","461","New York"
"Soho Smile","(212) 334-7330","206 Spring St 5th Floor, New York, NY 10012","https://www.sohosmile.com/","Yes","Website exists but: no chat/AI assistant.","4.9","209","New York"
"Wall Street Dental Spa - Financial District","(212) 514-5514","30 Wall St #720, New York, NY 10005","https://wallstdentalspanyc.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","1441","New York"
"Tribeca Dental Care","(212) 431-4582","402 Broadway, New York, NY 10013","https://tribecanydentistoffice.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","Yes","Website exists but: no chat/AI assistant.","4.8","1160","New York"
"My NYC Dentist - 23rd Street Dental","(212) 206-7215","49 W 23rd St 12th Floor, New York, NY 10010","https://www.mynyc-dentist.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.6","171","New York"
"Studio Smiles NYC","(646) 470-1376","41 Park Ave #1C, New York, NY 10016","http://www.studiosmilesnyc.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.9","623","New York"
"NYC Smile Spa","(646) 374-2242","30 E 60th St Ste 1201, New York, NY 10022","https://www.nycsmilespa.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","400","New York"
"Midtown Dental Group NoMad","(212) 213-4029","1158 Broadway 3rd floor, New York, NY 10001","https://midtowndentalgroup.com/","Yes","Website exists but: no chat/AI assistant.","4.9","494","New York"
"1800 Emergency Dentist San Antonio 24 Hour","(210) 529-7510","11010 Coachlight St Ste 103, San Antonio, TX 78216","https://1800dentist.com/emergency-dentist-san-antonio-tx-513/","Yes","Website exists but: no online booking, no chat/AI assistant.","3.9","34","San Antonio"
"1800 Emergency Dentist San Antonio 24 Hour","(657) 337-7834","3713 West Ave, San Antonio, TX 78213","https://1800dentist.com/emergency-dentist-san-antonio-tx-532293/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.4","7","San Antonio"
"Emergency Dental Care San Antonio","(210) 907-8187","3904 Fredericksburg Rd Ste 2100, San Antonio, TX 78201","https://www.emergencydentalcaresanantonio.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","167","San Antonio"
"Rio Dental Emergency Dentist San Antonio","(210) 785-8526","2811 Hillcrest Dr, San Antonio, TX 78201","https://www.riodentaltx.com/?utm_source=google&utm_medium=gmb","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.7","1276","San Antonio"
"Z Dentist San Antonio","(210) 802-9999","7010 W Loop 1604 N Ste 205, San Antonio, TX 78254","https://www.z-dentist.com/","Yes","Website exists but: no chat/AI assistant.","4.9","1018","San Antonio"
"Dental Care of San Antonio","(210) 868-6037","115 N Loop 1604 E #1104, San Antonio, TX 78232","https://www.dentalcareofsa.com/","Yes","Website exists but: no chat/AI assistant.","5","287","San Antonio"
"Celebrate Dental & Braces - San Antonio San Pedro","(210) 686-0674","6868 San Pedro Ave, San Antonio, TX 78216","https://celebratedental.com/location/texas/san-pedro-san-antonio/?utm_source=google&utm_medium=organic&utm_campaign=gbp-san-pedro","Yes","Website exists but: no chat/AI assistant.","4.8","697","San Antonio"
"Downtown Dentistry","(210) 222-8260","711 Navarro St #101, San Antonio, TX 78205","http://www.sanantoniodowntowndentistry.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","353","San Antonio"
"Texas Dental","(210) 661-4211","6206 FM78, San Antonio, TX 78244","https://www.texas-dental.com/","Yes","Website exists but: no chat/AI assistant.","4.9","636","San Antonio"
"Local Dental","(210) 686-1486","4419 E Evans Rd Ste 105, San Antonio, TX 78259","https://localdentalsa.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","469","San Antonio"
"Olmos Park Dental","(210) 767-3525","4340 McCullough Ave, San Antonio, TX 78212","http://olmosparkdental.com/","Yes","Website exists but: no online booking, no SSL.","4.9","222","San Antonio"
"Gloss Dental - San Antonio","(210) 898-8113","1703 Fredericksburg Rd Unit 101, San Antonio, TX 78201","https://glossdentalsanantonio.com/","Yes","Website exists but: no chat/AI assistant.","4.8","259","San Antonio"
"Inspire Dental of San Antonio","(210) 972-0768","14801 San Pedro Ave, San Antonio, TX 78232","https://inspiredentalsa.com/#","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","1236","San Antonio"
"Texas Smiles dental center","(210) 432-0909","202 N General McMullen Dr, San Antonio, TX 78237","http://www.texassmilesusa.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","652","San Antonio"
"Hernandez Dental Center","(210) 533-8191","1347 Fair Ave, San Antonio, TX 78223","http://www.southsanantoniodentist.com/","Yes","Website exists but: no SSL.","4.9","236","San Antonio"
"Urgent Care Dentist 24/7","(855) 526-7216","418 Clay, San Antonio, TX 78204","","No","No website found — strong opening: offer to build one.","5","8","San Antonio"
"Elevate Dental ®","(210) 686-1888","311 E Jones Ave, San Antonio, TX 78215","https://elevatedentalsa.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","5","420","San Antonio"
"Primo Dental","(210) 968-0515","515 St James St, San Antonio, TX 78202","https://primodentaltx.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","156","San Antonio"
"Great White Dental","(210) 321-9730","2520 Broadway #102, San Antonio, TX 78215","http://gwdentaltx.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.9","309","San Antonio"
"24th Street Dental Care","(210) 436-6261","323 NW 24th St, San Antonio, TX 78207","http://www.san-antonio-dentist.net/","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.8","293","San Antonio"
"Midtown Dental Center","(404) 874-0800","650 Ponce De Leon Ave NE #600B, Atlanta, GA 30308","https://www.midtowndentalatl.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","568","Atlanta"
"Downtown Atlanta Dentistry","(404) 999-1407","229 Peachtree Rd NE #206, Atlanta, GA 30303","https://downtownatlantadentistry.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","871","Atlanta"
"Ponce Dental Studio - Atlanta","(404) 476-6589","892 Ponce De Leon Ave NE Ste 101, Atlanta, GA 30306","https://poncedentalstudio.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant.","4.9","1362","Atlanta"
"Perl Smile Co.","(404) 806-1680","562 Dutch Valley Rd NE, Atlanta, GA 30324","https://www.perlsmile.co/?utm_source=gmb&utm_medium=organic","Yes","Website exists but: no chat/AI assistant.","4.9","349","Atlanta"
"Emergency Dentist Atlanta","(770) 334-9080","275 14th St NW #100, Atlanta, GA 30318","https://emergencydentistatlanta.com/","Yes","Website exists but: no chat/AI assistant.","4.9","574","Atlanta"
"Atlanta Dental Center","(404) 600-1446","620 Peachtree St NE Apt 204, Atlanta, GA 30308","https://atlantadentalcenter.com/","Yes","Website exists but: no chat/AI assistant.","4.8","939","Atlanta"
"Baumrind Family Dentistry","(404) 659-4222","100 Peachtree St #1820, Atlanta, GA 30303","http://drbaumrind.com/","Yes","Website exists but: no online booking, no SSL.","4.9","172","Atlanta"
"Modern Dental","(404) 589-0900","545 Edgewood Ave SE, Atlanta, GA 30312","http://www.moderndentalatlanta.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.7","501","Atlanta"
"Laura Koch, DMD","(844) 578-1789","1401 Peachtree St NE Ste 100, Atlanta, GA 30309","https://www.dentistryformidtown.com/?utm_source=gmb_auth","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.7","40","Atlanta"
"Michael A. Crossley, DDS at Dentistry for Midtown Atlanta","(844) 586-0578","1401 Peachtree St NE Ste 100, Atlanta, GA 30309","https://www.dentistryformidtown.com/","Yes (unreachable)","Website URL found but didn't load — good opening line.","5","24","Atlanta"
"Ansley Midtown Dental","(404) 873-2957","222 12th St NE #1a, Atlanta, GA 30309","http://www.ansleymidtowndental.com/","Yes","Website exists but: no SSL.","4.9","814","Atlanta"
"Downtown Dental Center","(404) 577-0868","75 Marietta St #100, Atlanta, GA 30303","http://www.downtowndentalcenter.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.7","163","Atlanta"
"Auburn Dental Care","(404) 681-3834","210 Auburn Ave NE #1, Atlanta, GA 30303","","No","No website found — strong opening: offer to build one.","4.8","26","Atlanta"
"Elegant Smiles","(404) 634-4224","2882 N Druid Hills Rd Ste A, Atlanta, GA 30329","https://dentalatl.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","1505","Atlanta"
